2006-08-01,6.73,6.80001,6.59999,6.69999,24459500,1.66935
2006-07-31,6.90001,6.91999,6.68999,6.72001,41204600,1.67433
2006-07-28,7.04999,7.12001,6.86999,6.95999,39986600,1.73413
